event_id,source,date,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,landcover,soil_type,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,antecedent_precip_index,soil_moisture_pct,landslide_occurred,landslide_type,fatalities,data_confidence
SYN_N_00604,SYNTHETIC_NER,2025-06-01,Meghalaya,unspecified,28.21092,91.38143,524.3,26.64,192.5,forest,unknown,42.8,122.8,267.1,179.0,21.6,0,n/a,0,low
SYN_N_01406,SYNTHETIC_NER,2017-04-01,Assam,unspecified,27.39424,91.98242,544.4,23.35,36.5,bare,colluvium,9.6,21.4,40.0,28.4,25.3,0,n/a,0,low
SYN_E_00250,SYNTHETIC_NER,2021-08-23,Meghalaya,unspecified,22.78954,90.86949,909.0,29.32,52.2,bare,colluvium,94.8,177.9,273.1,208.9,53.1,1,soil slide,0,low
SYN_E_00545,SYNTHETIC_NER,2025-07-15,Assam,unspecified,24.83911,95.66926,45.1,46.11,189.4,forest,colluvium,51.7,130.0,283.3,191.0,49.0,1,debris flow,0,low
SYN_E_00738,SYNTHETIC_NER,2021-06-12,Tripura,unspecified,26.79682,91.58421,894.3,35.88,121.1,forest,unknown,33.0,89.6,170.0,118.4,39.6,1,soil slide,0,low
SYN_E_00310,SYNTHETIC_NER,2017-09-02,Tripura,unspecified,27.30093,90.50283,365.2,32.55,118.5,forest,unknown,23.2,51.0,97.6,68.8,39.9,1,debris flow,0,low
SYN_E_01131,SYNTHETIC_NER,2015-06-11,Tripura,unspecified,29.37148,95.91682,857.5,16.86,41.8,forest,weathered_rock,47.2,145.0,217.0,161.5,30.5,1,debris flow,0,low
SYN_N_00249,SYNTHETIC_NER,2023-07-12,Manipur,unspecified,28.52356,91.30934,988.7,15.92,278.3,grassland,colluvium,9.6,22.3,47.9,32.6,35.8,0,n/a,0,low
SYN_N_02286,SYNTHETIC_NER,2018-07-12,Sikkim,unspecified,25.46964,90.23408,4159.8,17.91,184.0,forest,residual_soil,34.1,91.6,143.7,106.2,17.6,0,n/a,0,low
SYN_E_00015,SYNTHETIC_NER,2019-06-27,Sikkim,unspecified,26.14791,91.88683,3794.9,46.28,216.6,bare,colluvium,32.0,71.8,135.6,95.7,45.3,1,soil slide,0,low
SYN_N_01955,SYNTHETIC_NER,2016-06-16,Meghalaya,unspecified,22.07165,89.96608,860.2,13.52,222.8,grassland,colluvium,40.4,96.5,150.4,112.2,33.8,0,n/a,0,low
SYN_N_01329,SYNTHETIC_NER,2018-06-01,Sikkim,unspecified,22.74294,89.74479,1581.7,22.67,259.3,forest,colluvium,14.3,36.4,59.6,43.6,5.0,0,n/a,0,low
SYN_N_02327,SYNTHETIC_NER,2024-07-25,Manipur,unspecified,22.85152,89.00461,1082.4,24.19,265.4,forest,residual_soil,17.2,48.4,89.4,62.7,15.5,0,n/a,0,low
SYN_E_00363,SYNTHETIC_NER,2019-12-10,Arunachal Pradesh,unspecified,27.87326,92.38722,4070.0,40.59,82.0,built-up,residual_soil,58.8,130.7,238.4,170.2,32.1,1,mudslide,0,low
SYN_E_00182,SYNTHETIC_NER,2024-07-19,Manipur,unspecified,23.39014,90.69141,835.9,30.52,152.6,forest,residual_soil,33.5,94.6,185.9,128.0,37.5,1,soil slide,0,low
SYN_E_01194,SYNTHETIC_NER,2025-11-23,Nagaland,unspecified,22.58805,95.70055,2872.3,23.01,176.7,forest,unknown,35.4,86.5,181.9,124.0,41.1,1,debris flow,0,low
SYN_N_01029,SYNTHETIC_NER,2024-08-14,Nagaland,unspecified,22.40812,88.79934,3388.4,35.05,337.1,bare,colluvium,6.3,18.9,37.2,25.6,20.8,0,n/a,0,low
SYN_E_01121,SYNTHETIC_NER,2016-06-20,Assam,unspecified,21.76394,92.09874,105.9,41.96,131.4,cropland,unknown,34.2,89.8,128.9,98.2,41.9,1,soil slide,0,low
SYN_E_01182,SYNTHETIC_NER,2022-07-20,Tripura,unspecified,24.06401,96.25471,191.3,27.88,289.9,forest,residual_soil,35.4,74.7,113.0,86.0,50.9,1,debris flow,0,low
SYN_N_01442,SYNTHETIC_NER,2018-07-06,Arunachal Pradesh,unspecified,28.37521,94.25737,2458.9,24.99,191.3,forest,residual_soil,17.4,47.6,94.6,65.0,10.6,0,n/a,0,low
SYN_E_00614,SYNTHETIC_NER,2017-07-08,Tripura,unspecified,24.9489,89.93877,670.2,33.1,346.0,grassland,colluvium,45.6,89.3,175.3,123.6,28.4,1,soil slide,0,low
SYN_N_00266,SYNTHETIC_NER,2025-06-20,Manipur,unspecified,26.07716,92.00946,1392.3,41.23,209.4,cropland,unknown,16.6,44.3,84.9,59.1,14.0,0,n/a,0,low
SYN_E_00401,SYNTHETIC_NER,2020-07-15,Sikkim,unspecified,25.8316,94.12385,2369.7,38.69,103.6,grassland,weathered_rock,34.3,99.6,185.9,129.7,35.2,1,rock slide,0,low
SYN_E_00934,SYNTHETIC_NER,2022-01-27,Manipur,unspecified,26.91026,93.89763,2498.9,40.92,114.7,forest,colluvium,39.0,88.0,147.3,107.9,50.7,1,soil slide,0,low
SYN_N_01180,SYNTHETIC_NER,2024-06-17,Mizoram,unspecified,25.24729,92.76036,556.9,12.37,293.7,cropland,residual_soil,6.2,17.5,29.0,21.0,21.4,0,n/a,0,low
SYN_N_01379,SYNTHETIC_NER,2020-09-25,Mizoram,unspecified,25.48679,92.97697,1135.5,19.15,87.1,forest,residual_soil,40.6,127.1,219.4,156.0,36.5,0,n/a,0,low
SYN_E_00726,SYNTHETIC_NER,2025-02-27,Tripura,unspecified,29.24219,96.8095,274.9,25.05,42.6,cropland,unknown,29.3,85.0,123.1,92.9,50.5,1,mudslide,0,low
SYN_E_00826,SYNTHETIC_NER,2025-11-09,Tripura,unspecified,21.53132,93.37391,330.8,30.18,83.5,forest,colluvium,33.6,100.2,195.0,134.3,31.2,1,mudslide,0,low
SYN_N_00321,SYNTHETIC_NER,2015-06-19,Sikkim,unspecified,22.73244,90.73232,3608.7,10.31,350.5,forest,residual_soil,19.3,58.2,112.3,77.5,27.2,0,n/a,0,low
SYN_E_00136,SYNTHETIC_NER,2016-08-13,Nagaland,unspecified,24.52391,95.50411,1044.8,37.72,23.2,forest,residual_soil,26.9,80.7,151.8,105.5,49.3,1,mudslide,0,low
SYN_E_00628,SYNTHETIC_NER,2015-09-05,Nagaland,unspecified,27.61063,91.88931,2778.3,41.59,253.0,grassland,colluvium,44.5,90.5,147.8,110.0,30.9,1,soil slide,0,low
SYN_E_00334,SYNTHETIC_NER,2025-06-23,Manipur,unspecified,23.33785,92.29883,1352.0,36.95,127.0,forest,unknown,22.5,45.1,94.8,65.4,43.8,1,soil slide,0,low
SYN_E_00390,SYNTHETIC_NER,2020-07-27,Tripura,unspecified,28.57368,94.37716,900.8,30.05,107.4,forest,colluvium,33.7,65.9,92.7,72.8,43.5,1,debris flow,0,low
SYN_N_01565,SYNTHETIC_NER,2015-08-23,Manipur,unspecified,25.25074,88.44154,2271.6,5.85,176.9,forest,colluvium,11.6,36.7,64.7,45.7,39.2,0,n/a,0,low
SYN_N_00617,SYNTHETIC_NER,2016-10-27,Mizoram,unspecified,27.61203,93.0951,1129.3,25.59,251.2,cropland,weathered_rock,17.1,49.4,69.5,53.0,32.2,0,n/a,0,low
SYN_N_02033,SYNTHETIC_NER,2021-07-18,Mizoram,unspecified,25.25535,92.97592,913.0,21.09,248.9,cropland,colluvium,16.8,48.7,103.2,69.6,20.7,0,n/a,0,low
SYN_E_00710,SYNTHETIC_NER,2021-03-10,Tripura,unspecified,24.96744,92.05681,671.0,28.4,281.4,forest,colluvium,35.3,88.8,169.2,118.3,39.8,1,debris flow,0,low
SYN_E_01039,SYNTHETIC_NER,2017-08-18,Sikkim,unspecified,23.74558,90.49646,3446.6,42.41,250.9,forest,weathered_rock,24.2,71.8,108.5,80.6,47.5,1,soil slide,0,low
SYN_N_01158,SYNTHETIC_NER,2021-07-04,Sikkim,unspecified,26.28276,89.25423,3263.7,14.76,337.0,cropland,residual_soil,7.9,23.1,35.6,26.3,17.8,0,n/a,0,low
SYN_N_01907,SYNTHETIC_NER,2022-02-25,Assam,unspecified,24.13468,93.69515,473.1,23.05,194.7,forest,residual_soil,12.0,31.2,63.2,43.3,21.8,0,n/a,0,low
SYN_N_00361,SYNTHETIC_NER,2019-07-07,Tripura,unspecified,21.61951,96.62081,185.4,9.13,22.2,grassland,residual_soil,4.8,9.5,19.9,13.8,24.4,0,n/a,0,low
SYN_N_02105,SYNTHETIC_NER,2018-08-21,Assam,unspecified,28.57551,91.57168,369.0,12.44,198.4,grassland,residual_soil,5.2,13.5,29.0,19.6,27.4,0,n/a,0,low
SYN_N_01815,SYNTHETIC_NER,2024-08-18,Tripura,unspecified,21.65238,89.89011,839.8,18.73,334.0,cropland,residual_soil,23.1,60.9,108.2,77.0,29.2,0,n/a,0,low
SYN_E_01112,SYNTHETIC_NER,2018-09-14,Meghalaya,unspecified,26.43878,88.34898,678.3,43.43,107.2,bare,colluvium,213.0,621.6,1295.9,877.0,35.2,1,soil slide,0,low
SYN_N_00023,SYNTHETIC_NER,2021-09-08,Manipur,unspecified,26.48239,97.23207,2237.9,37.47,241.6,forest,residual_soil,5.7,11.4,19.8,14.5,31.9,0,n/a,0,low
SYN_N_01202,SYNTHETIC_NER,2020-07-05,Arunachal Pradesh,unspecified,24.18922,97.10539,4843.9,12.29,310.3,forest,residual_soil,21.7,50.0,76.3,57.5,30.2,0,n/a,0,low
SYN_N_00308,SYNTHETIC_NER,2022-10-01,Sikkim,unspecified,22.7658,92.49874,1137.4,27.54,235.1,bare,colluvium,27.0,67.9,145.3,98.4,9.6,0,n/a,0,low
SYN_N_00550,SYNTHETIC_NER,2025-09-27,Arunachal Pradesh,unspecified,26.50753,92.14599,4840.8,29.55,329.7,forest,residual_soil,38.9,91.8,179.5,125.1,24.7,0,n/a,0,low
SYN_N_02109,SYNTHETIC_NER,2023-09-27,Meghalaya,unspecified,22.72937,89.2384,1481.8,11.21,156.9,forest,colluvium,40.7,119.4,193.7,140.8,29.9,0,n/a,0,low
SYN_E_00338,SYNTHETIC_NER,2021-06-12,Meghalaya,unspecified,26.91804,88.5744,1605.3,35.86,317.1,cropland,weathered_rock,118.4,246.5,483.1,339.2,39.2,1,debris flow,0,low
SYN_E_00215,SYNTHETIC_NER,2018-06-26,Mizoram,unspecified,28.1299,90.24476,383.1,37.3,106.7,forest,residual_soil,35.2,91.6,169.9,119.5,34.2,1,mudslide,0,low
SYN_N_00141,SYNTHETIC_NER,2020-12-05,Arunachal Pradesh,unspecified,28.29728,94.47314,2416.4,16.63,310.2,grassland,colluvium,5.1,12.7,24.1,16.8,24.7,0,n/a,0,low
SYN_N_01968,SYNTHETIC_NER,2024-06-20,Mizoram,unspecified,29.25114,90.54257,1849.8,6.28,140.5,bare,colluvium,24.1,65.4,97.4,73.1,28.3,0,n/a,0,low
SYN_N_02165,SYNTHETIC_NER,2015-09-02,Assam,unspecified,27.08707,90.86123,87.4,25.15,164.1,grassland,residual_soil,4.1,8.9,16.6,11.8,36.0,0,n/a,0,low
SYN_N_01130,SYNTHETIC_NER,2018-12-06,Nagaland,unspecified,28.59912,90.01592,1743.7,32.23,303.8,cropland,colluvium,16.6,52.2,110.1,74.0,17.7,0,n/a,0,low
SYN_N_01038,SYNTHETIC_NER,2019-06-02,Nagaland,unspecified,29.48103,90.18629,2004.6,25.03,60.6,bare,colluvium,17.4,55.1,85.3,62.7,22.3,0,n/a,0,low
SYN_N_01683,SYNTHETIC_NER,2022-07-12,Assam,unspecified,24.83663,95.0137,490.9,23.21,250.7,bare,weathered_rock,26.2,75.3,120.8,88.2,28.5,0,n/a,0,low
SYN_E_00101,SYNTHETIC_NER,2018-02-23,Meghalaya,unspecified,22.49141,93.27493,279.4,32.68,214.7,grassland,weathered_rock,117.2,253.2,392.9,295.8,39.6,1,mudslide,0,low
SYN_N_01382,SYNTHETIC_NER,2017-06-08,Tripura,unspecified,27.1189,92.01016,562.1,24.64,330.7,built-up,colluvium,4.6,10.9,23.5,15.9,25.4,0,n/a,0,low
SYN_E_00171,SYNTHETIC_NER,2019-08-07,Assam,unspecified,23.1252,91.01772,59.5,43.67,29.9,forest,colluvium,62.4,130.7,215.3,159.3,37.6,1,debris flow,0,low
SYN_E_00107,SYNTHETIC_NER,2015-07-06,Tripura,unspecified,29.02281,96.9021,224.8,30.79,191.7,cropland,colluvium,57.5,125.9,181.6,140.0,33.2,1,debris flow,0,low
SYN_N_01327,SYNTHETIC_NER,2020-09-19,Meghalaya,unspecified,29.11028,96.79415,618.5,23.11,167.6,forest,colluvium,21.0,42.3,86.0,59.9,32.4,0,n/a,0,low
SYN_N_02382,SYNTHETIC_NER,2022-11-04,Manipur,unspecified,24.39557,88.76143,931.9,14.32,144.5,grassland,weathered_rock,5.4,16.9,31.4,21.9,6.9,0,n/a,0,low
SYN_N_01444,SYNTHETIC_NER,2018-07-15,Nagaland,unspecified,25.46964,91.19482,1929.3,19.2,253.3,forest,colluvium,12.9,24.8,49.7,34.9,28.0,0,n/a,0,low
SYN_N_01205,SYNTHETIC_NER,2021-08-05,Mizoram,unspecified,28.7407,88.94427,168.1,26.67,257.1,cropland,colluvium,14.4,27.0,40.0,31.0,37.6,0,n/a,0,low
SYN_N_01087,SYNTHETIC_NER,2022-06-05,Meghalaya,unspecified,24.31878,92.52805,708.3,22.06,305.1,cropland,weathered_rock,49.8,92.7,185.4,130.5,22.9,0,n/a,0,low
SYN_N_01246,SYNTHETIC_NER,2021-06-06,Tripura,unspecified,23.77146,88.22253,312.3,29.16,313.9,forest,colluvium,18.1,48.4,70.2,53.3,14.1,0,n/a,0,low
SYN_N_01212,SYNTHETIC_NER,2018-06-23,Meghalaya,unspecified,22.87459,89.15659,970.1,23.42,216.2,forest,residual_soil,30.9,92.3,191.6,129.7,29.4,0,n/a,0,low
SYN_N_01651,SYNTHETIC_NER,2020-09-16,Tripura,unspecified,23.27481,90.9477,446.2,32.43,220.5,grassland,weathered_rock,4.8,9.8,13.9,10.9,5.0,0,n/a,0,low
SYN_N_01623,SYNTHETIC_NER,2020-10-08,Tripura,unspecified,26.18654,92.50239,633.9,20.22,18.1,forest,colluvium,22.5,48.7,83.1,60.7,31.1,0,n/a,0,low
SYN_N_01882,SYNTHETIC_NER,2024-07-20,Manipur,unspecified,25.2398,88.80126,2236.8,14.69,88.9,forest,unknown,6.9,17.0,27.8,20.4,21.2,0,n/a,0,low
SYN_E_01040,SYNTHETIC_NER,2024-08-02,Tripura,unspecified,28.52982,94.58643,759.0,29.09,306.9,forest,residual_soil,53.3,154.6,301.7,207.9,47.6,1,mudslide,3,low
SYN_N_00920,SYNTHETIC_NER,2018-06-26,Arunachal Pradesh,unspecified,21.89539,91.74637,2373.2,29.32,277.5,forest,weathered_rock,34.7,87.9,170.9,118.8,26.0,0,n/a,0,low
SYN_N_00324,SYNTHETIC_NER,2021-06-19,Mizoram,unspecified,23.7076,93.10074,1656.2,2.0,351.0,forest,weathered_rock,12.3,25.8,44.6,32.5,19.8,0,n/a,0,low
SYN_N_02264,SYNTHETIC_NER,2017-07-14,Assam,unspecified,23.56732,93.02997,107.2,30.84,249.3,forest,residual_soil,15.1,30.5,60.4,42.4,22.4,0,n/a,0,low
SYN_E_00481,SYNTHETIC_NER,2015-09-12,Sikkim,unspecified,27.68719,88.3438,1724.6,36.55,153.7,forest,colluvium,31.0,77.0,138.2,98.4,27.4,1,mudslide,0,low
SYN_N_01361,SYNTHETIC_NER,2023-09-10,Nagaland,unspecified,22.46104,89.09196,2528.7,31.54,156.1,cropland,colluvium,16.8,40.3,86.8,58.8,17.5,0,n/a,0,low
SYN_N_01461,SYNTHETIC_NER,2025-09-01,Tripura,unspecified,25.08758,95.93483,597.2,40.17,18.3,cropland,colluvium,2.0,5.9,11.1,7.7,26.4,0,n/a,0,low
SYN_N_00562,SYNTHETIC_NER,2022-07-15,Meghalaya,unspecified,25.19683,93.32088,1305.2,35.24,251.5,grassland,unknown,14.8,27.2,53.0,37.6,9.4,0,n/a,0,low
SYN_N_02079,SYNTHETIC_NER,2022-08-05,Mizoram,unspecified,21.75155,95.18995,479.2,20.42,354.9,grassland,unknown,6.1,16.4,34.2,23.2,27.3,0,n/a,0,low
SYN_N_01842,SYNTHETIC_NER,2015-01-13,Manipur,unspecified,23.66503,96.22207,1010.8,30.1,327.1,cropland,colluvium,11.6,27.5,53.6,37.4,30.6,0,n/a,0,low
SYN_N_01290,SYNTHETIC_NER,2016-06-25,Sikkim,unspecified,27.76494,96.41991,702.6,12.79,187.8,cropland,unknown,2.7,6.8,13.9,9.5,18.5,0,n/a,0,low
SYN_N_01260,SYNTHETIC_NER,2021-02-16,Assam,unspecified,26.64415,95.55742,310.2,20.05,34.1,grassland,colluvium,7.6,23.3,47.4,32.2,25.1,0,n/a,0,low
SYN_E_00405,SYNTHETIC_NER,2021-08-24,Nagaland,unspecified,26.77462,97.24168,3602.3,28.18,164.1,cropland,colluvium,25.9,58.2,107.3,76.3,45.7,1,debris flow,0,low
SYN_E_00757,SYNTHETIC_NER,2020-05-14,Manipur,unspecified,24.06541,95.30378,2455.9,44.49,80.0,forest,colluvium,21.5,68.7,143.6,96.7,46.8,1,soil slide,0,low
SYN_N_01153,SYNTHETIC_NER,2022-07-13,Manipur,unspecified,28.19996,88.5038,1372.7,31.0,154.8,forest,residual_soil,12.9,26.3,53.6,37.3,32.0,0,n/a,0,low
SYN_E_00097,SYNTHETIC_NER,2019-07-01,Tripura,unspecified,26.08913,92.73098,875.7,40.36,209.0,forest,weathered_rock,10.3,21.5,33.6,25.3,40.2,1,soil slide,0,low
SYN_N_00133,SYNTHETIC_NER,2015-06-13,Manipur,unspecified,29.00944,91.87579,1423.8,15.48,280.0,built-up,weathered_rock,4.5,8.9,17.1,12.1,8.4,0,n/a,0,low
SYN_N_01659,SYNTHETIC_NER,2021-07-21,Nagaland,unspecified,27.23028,92.85957,809.4,29.99,242.5,grassland,colluvium,14.4,39.1,75.3,52.3,19.7,0,n/a,0,low
SYN_N_02121,SYNTHETIC_NER,2019-06-08,Meghalaya,unspecified,25.79653,93.38189,648.7,8.78,49.8,forest,colluvium,0.0,0.0,0.0,0.0,20.3,0,n/a,0,low
SYN_N_01166,SYNTHETIC_NER,2020-09-19,Assam,unspecified,27.39605,93.70772,85.1,30.63,286.0,forest,weathered_rock,13.7,42.2,84.8,57.8,18.7,0,n/a,0,low
SYN_N_00858,SYNTHETIC_NER,2016-08-27,Sikkim,unspecified,24.79537,97.05361,2026.0,25.14,4.1,cropland,colluvium,23.0,66.1,124.7,86.8,39.8,0,n/a,0,low
SYN_N_01331,SYNTHETIC_NER,2019-08-11,Mizoram,unspecified,24.13418,93.77303,1071.1,13.78,7.8,cropland,colluvium,2.2,6.3,10.8,7.7,29.3,0,n/a,0,low
SYN_E_00148,SYNTHETIC_NER,2019-06-14,Sikkim,unspecified,24.07664,96.53338,2572.5,29.11,202.7,bare,residual_soil,35.3,77.7,130.9,95.8,28.5,1,soil slide,0,low
SYN_E_00028,SYNTHETIC_NER,2019-06-10,Nagaland,unspecified,29.48888,89.82961,3298.1,44.12,55.4,forest,colluvium,22.5,44.1,75.5,55.5,33.3,1,rock slide,0,low
SYN_N_01262,SYNTHETIC_NER,2019-07-13,Tripura,unspecified,28.43086,93.86441,89.1,31.7,265.7,forest,colluvium,10.0,28.3,50.0,35.5,42.1,0,n/a,0,low
SYN_N_01169,SYNTHETIC_NER,2017-05-13,Manipur,unspecified,26.5769,88.61005,1710.7,29.79,332.5,forest,unknown,10.1,22.6,48.9,33.3,24.4,0,n/a,0,low
SYN_E_00692,SYNTHETIC_NER,2024-07-21,Arunachal Pradesh,unspecified,25.30139,90.53626,1451.3,31.09,185.7,forest,weathered_rock,35.1,104.0,188.3,132.4,39.0,1,debris flow,0,low
SYN_N_00186,SYNTHETIC_NER,2022-08-12,Tripura,unspecified,23.86434,89.22852,366.5,7.16,71.8,forest,colluvium,22.5,48.3,103.6,70.8,37.7,0,n/a,0,low
SYN_N_00645,SYNTHETIC_NER,2019-06-01,Arunachal Pradesh,unspecified,28.84663,97.33125,719.0,28.0,99.8,forest,colluvium,27.0,50.8,78.4,59.8,32.9,0,n/a,0,low
SYN_N_01265,SYNTHETIC_NER,2025-09-27,Assam,unspecified,23.71999,96.06315,344.7,30.09,180.4,forest,colluvium,41.8,105.0,225.3,152.5,18.8,0,n/a,0,low
SYN_N_00399,SYNTHETIC_NER,2025-07-22,Assam,unspecified,28.48477,96.54841,328.2,33.17,82.6,forest,residual_soil,13.2,39.0,84.2,56.4,25.2,0,n/a,0,low
SYN_E_00701,SYNTHETIC_NER,2019-08-25,Nagaland,unspecified,27.903,89.20537,1573.6,23.79,149.5,forest,residual_soil,41.8,125.4,209.8,150.9,48.6,1,debris flow,0,low
SYN_N_00508,SYNTHETIC_NER,2020-09-10,Nagaland,unspecified,27.58539,96.08901,610.0,25.42,266.2,forest,weathered_rock,9.1,25.3,49.1,33.9,13.5,0,n/a,0,low
SYN_E_00454,SYNTHETIC_NER,2023-07-22,Nagaland,unspecified,21.78262,95.52992,3315.9,35.36,176.3,forest,residual_soil,39.4,89.0,125.4,97.2,41.7,1,debris flow,0,low
SYN_N_00840,SYNTHETIC_NER,2015-08-21,Arunachal Pradesh,unspecified,24.42111,91.02864,4937.8,24.47,357.8,grassland,colluvium,22.6,44.2,89.2,62.4,18.0,0,n/a,0,low
SYN_N_01940,SYNTHETIC_NER,2022-07-06,Sikkim,unspecified,26.44117,95.73443,4175.9,19.88,10.3,forest,colluvium,13.4,34.3,48.9,37.4,29.0,0,n/a,0,low
SYN_E_00609,SYNTHETIC_NER,2015-04-19,Sikkim,unspecified,27.37477,92.1068,1347.9,29.83,128.9,grassland,weathered_rock,25.3,55.8,117.0,80.3,40.5,1,debris flow,0,low
SYN_E_00167,SYNTHETIC_NER,2018-09-08,Meghalaya,unspecified,27.62591,95.52422,402.8,35.69,144.6,grassland,unknown,118.9,338.0,493.2,371.8,28.5,1,soil slide,0,low
SYN_E_00730,SYNTHETIC_NER,2019-07-27,Tripura,unspecified,21.87509,93.83804,831.7,29.72,258.0,forest,weathered_rock,40.7,118.0,258.9,173.0,44.2,1,debris flow,0,low
SYN_N_01392,SYNTHETIC_NER,2021-08-08,Nagaland,unspecified,26.25869,92.48913,2374.3,5.66,249.9,forest,residual_soil,18.0,41.8,79.1,55.7,11.4,0,n/a,0,low
SYN_N_02018,SYNTHETIC_NER,2021-11-06,Meghalaya,unspecified,28.13807,90.54899,1695.6,30.17,189.3,forest,weathered_rock,63.8,146.4,228.2,170.8,34.3,0,n/a,0,low
SYN_N_01187,SYNTHETIC_NER,2023-06-06,Sikkim,unspecified,21.5706,92.91876,3024.5,22.47,336.8,cropland,residual_soil,14.5,36.5,75.1,51.4,20.6,0,n/a,0,low
SYN_N_00422,SYNTHETIC_NER,2025-07-26,Mizoram,unspecified,23.55156,89.23133,2076.1,15.1,306.8,built-up,residual_soil,22.7,50.8,95.2,67.4,32.9,0,n/a,0,low
SYN_E_00587,SYNTHETIC_NER,2017-09-04,Assam,unspecified,24.84263,91.67252,76.5,32.19,347.1,forest,weathered_rock,26.1,79.9,139.5,98.9,30.7,1,rock slide,0,low
SYN_N_00201,SYNTHETIC_NER,2016-09-10,Mizoram,unspecified,23.35677,89.00361,885.4,11.6,66.8,built-up,residual_soil,29.9,84.9,172.1,117.5,27.9,0,n/a,0,low
SYN_N_00500,SYNTHETIC_NER,2022-09-18,Assam,unspecified,24.47018,95.29045,416.3,17.44,241.7,bare,colluvium,12.4,23.5,40.3,29.7,23.0,0,n/a,0,low
SYN_N_01426,SYNTHETIC_NER,2016-06-05,Manipur,unspecified,25.81096,92.30325,2213.2,8.52,215.1,forest,colluvium,0.0,0.0,0.0,0.0,22.3,0,n/a,0,low
SYN_N_01632,SYNTHETIC_NER,2025-08-18,Sikkim,unspecified,27.16638,90.37354,4787.3,25.03,31.7,forest,colluvium,31.0,93.3,157.3,112.8,20.4,0,n/a,0,low
SYN_N_00179,SYNTHETIC_NER,2018-12-08,Manipur,unspecified,29.04951,92.79721,1736.4,22.31,347.5,bare,weathered_rock,5.1,10.0,18.6,13.3,11.6,0,n/a,0,low
SYN_N_00889,SYNTHETIC_NER,2025-08-04,Manipur,unspecified,21.56819,89.72624,2351.7,25.38,160.5,grassland,weathered_rock,21.8,53.8,100.2,70.6,26.5,0,n/a,0,low
SYN_N_00975,SYNTHETIC_NER,2016-11-17,Meghalaya,unspecified,23.89807,95.47743,1307.1,35.26,284.9,forest,residual_soil,39.9,106.9,191.1,135.6,36.2,0,n/a,0,low
SYN_N_01401,SYNTHETIC_NER,2021-06-02,Manipur,unspecified,22.79564,90.08844,2266.5,16.9,141.2,cropland,residual_soil,2.6,7.5,12.4,9.0,22.0,0,n/a,0,low
SYN_N_01112,SYNTHETIC_NER,2016-08-06,Manipur,unspecified,26.9706,93.11929,1517.5,27.99,252.8,grassland,weathered_rock,16.4,32.8,46.6,36.4,27.4,0,n/a,0,low
SYN_N_01717,SYNTHETIC_NER,2017-08-17,Tripura,unspecified,26.16,89.79926,552.6,20.77,334.1,grassland,residual_soil,14.5,35.3,58.4,42.7,32.3,0,n/a,0,low
SYN_E_00441,SYNTHETIC_NER,2025-07-08,Mizoram,unspecified,25.91145,96.73271,2030.9,32.83,236.0,cropland,weathered_rock,34.4,104.8,201.7,139.2,40.0,1,soil slide,0,low
SYN_N_00851,SYNTHETIC_NER,2025-09-26,Sikkim,unspecified,26.51512,90.58502,4563.6,24.16,239.1,grassland,colluvium,15.8,32.6,51.3,38.6,22.6,0,n/a,0,low
SYN_N_00101,SYNTHETIC_NER,2025-06-23,Nagaland,unspecified,29.28273,93.02529,1293.2,20.92,21.3,bare,residual_soil,26.6,53.4,90.9,66.8,19.7,0,n/a,0,low
SYN_N_01918,SYNTHETIC_NER,2017-07-06,Nagaland,unspecified,25.05262,91.8995,2847.9,11.85,9.0,forest,residual_soil,22.3,42.2,81.1,57.7,19.9,0,n/a,0,low
SYN_N_00104,SYNTHETIC_NER,2024-06-06,Manipur,unspecified,27.89401,88.0993,756.8,10.46,174.0,forest,residual_soil,7.1,22.1,35.6,25.9,36.9,0,n/a,0,low
SYN_E_00236,SYNTHETIC_NER,2020-08-17,Tripura,unspecified,24.92423,88.1512,779.6,36.05,85.1,cropland,colluvium,34.6,86.8,186.8,126.3,34.1,1,mudslide,0,low
SYN_E_00520,SYNTHETIC_NER,2018-08-14,Mizoram,unspecified,22.82936,96.7867,1163.0,30.39,15.8,grassland,colluvium,33.2,59.7,121.2,85.1,29.0,1,soil slide,0,low
SYN_E_00735,SYNTHETIC_NER,2020-07-16,Tripura,unspecified,24.58669,94.16213,143.4,37.84,54.8,cropland,residual_soil,40.7,107.4,234.4,157.6,29.5,1,debris flow,0,low
SYN_N_01980,SYNTHETIC_NER,2021-08-02,Nagaland,unspecified,23.78099,93.53359,387.2,27.56,201.1,cropland,weathered_rock,21.1,58.2,126.2,84.8,26.6,0,n/a,0,low
SYN_N_00906,SYNTHETIC_NER,2022-05-16,Sikkim,unspecified,21.57929,94.82056,3989.7,33.76,203.6,grassland,residual_soil,18.7,49.2,103.6,70.3,21.7,0,n/a,0,low
SYN_E_00592,SYNTHETIC_NER,2023-07-07,Meghalaya,unspecified,23.62274,89.7913,1393.2,41.66,259.0,forest,unknown,51.5,155.9,241.3,177.7,31.4,1,soil slide,2,low
SYN_N_00103,SYNTHETIC_NER,2025-12-12,Arunachal Pradesh,unspecified,23.08267,88.8106,3815.0,15.95,108.5,forest,weathered_rock,35.5,75.3,142.1,100.8,42.2,0,n/a,0,low
